"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
21110,"HH%U4212mobwifi_HHC15to24","15 to 24 years","HHU4212mobwifi_HHTotalIndividual","%",227,"CZE","Czech Republic","97.7593",2022,"16-24","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via WiFi or other wireless networks: 15 to 24 years"
21113,"HH%U4212mobwifi_HHC25to74","25 to 74 years","HHU4212mobwifi_HHTotalIndividual","%",227,"CZE","Czech Republic","88.4874",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via WiFi or other wireless networks: 25 to 74 years"
21116,"HH%U4212mobwifi_HHCFemale","Female","HHU4212mobwifi_HHTotalIndividual","%",227,"CZE","Czech Republic","87.7156",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via WiFi or other wireless networks: Female"
21162,"HH%U4212mobwifi_HHCMale","Male","HHU4212mobwifi_HHTotalIndividual","%",227,"CZE","Czech Republic","88.4245",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via WiFi or other wireless networks: Male"
21163,"HH%U4212mobwifi_HHCMore74","75 years and older","HHU4212mobwifi_HHTotalIndividual","%",227,"CZE","Czech Republic","45.5467",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via WiFi or other wireless networks: 75 years and older"
21186,"HH%U4212mobwifi_HHCUrbanUsers","Urban","HHU4212mobwifi_HHTotalIndividual","%",227,"CZE","Czech Republic","88.375",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via WiFi or other wireless networks: Urban"
21187,"HH%U4212mobwifi_HHTotalIndividual","By mobile phone - via WiFi or other wireless networks","","%",227,"CZE","Czech Republic","88.0727",2022,"","Czech Statistical Office","Refers to the proportion of individuals who used the Internet using a portable device. A portable device refers to a mobile phone, a tablet, a portable computer, or any other portable device (e.g. portable games consoles, watches, e-book readers)."
28139,"HH%U271s_HHC15to24","15 to 24 years","HHU271s_HHTotalIndividual","%",227,"CZE","Czech Republic","99.2291",2022,"16-24","Czech Statistical Office","Individuals using a smart phone: 15 to 24 years"
28142,"HH%U271s_HHC25to74","25 to 74 years","HHU271s_HHTotalIndividual","%",227,"CZE","Czech Republic","85.7607",2022,"","Czech Statistical Office","Individuals using a smart phone: 25 to 74 years"
28148,"HH%U271s_HHCFemale","Female","HHU271s_HHTotalIndividual","%",227,"CZE","Czech Republic","79.108",2022,"","Czech Statistical Office","Individuals using a smart phone: Female"
21099,"HH%U4212mobi_HHCRuralUsers","Rural","HHU4212mobi_HHTotalIndividual","%",227,"CZE","Czech Republic","89.9158",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone: Rural"
10784,"HH%U4212fd_HHC15to24","15 to 24 years","HHU4212fd_HHTotalIndividual","%",227,"CZE","Czech Republic","99.0343",2022,"16-24","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 15 to 24 years"
10787,"HH%U4212fd_HHC25to74","25 to 74 years","HHU4212fd_HHTotalIndividual","%",227,"CZE","Czech Republic","91.9618",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 25 to 74 years"
10837,"HH%U4212fd_HHCMore74","75 years and older","HHU4212fd_HHTotalIndividual","%",227,"CZE","Czech Republic","66.4059",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 75 years and older"
10862,"HH%U4212fm_HHC15to24","15 to 24 years","HHU4212fm_HHTotalIndividual","%",227,"CZE","Czech Republic","0.214897",2022,"16-24","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 15 to 24 years"
10865,"HH%U4212fm_HHC25to74","25 to 74 years","HHU4212fm_HHTotalIndividual","%",227,"CZE","Czech Republic","1.17779",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 25 to 74 years"
10915,"HH%U4212fm_HHCMore74","75 years and older","HHU4212fm_HHTotalIndividual","%",227,"CZE","Czech Republic","9.69277",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 75 years and older"
10940,"HH%U4212fw_HHC15to24","15 to 24 years","HHU4212fw_HHTotalIndividual","%",227,"CZE","Czech Republic","0.750731",2022,"16-24","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 15 to 24 years"
10943,"HH%U4212fw_HHC25to74","25 to 74 years","HHU4212fw_HHTotalIndividual","%",227,"CZE","Czech Republic","6.86038",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 25 to 74 years"
10993,"HH%U4212fw_HHCMore74","75 years and older","HHU4212fw_HHTotalIndividual","%",227,"CZE","Czech Republic","23.9013",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 75 years and older"
9276,"HH%U4212_HHCMale","Male","i99H","%",227,"CZE","Czech Republic","87.0074",2022,"","Czech Statistical Office","Individuals using the Internet (from any location): Male"
9230,"HH%U4212_HHCFemale","Female","i99H","%",227,"CZE","Czech Republic","82.1745",2022,"","Czech Statistical Office","Individuals using the Internet (from any location): Female"
9300,"HH%U4212_HHCUrbanUsers","Urban","i99H","%",227,"CZE","Czech Republic","86.2883",2022,"","Czech Statistical Office","Individuals using the Internet (from any location): Urban"
9291,"HH%U4212_HHCRuralUsers","Rural","i99H","%",227,"CZE","Czech Republic","81.8985",2022,"","Czech Statistical Office","Individuals using the Internet (from any location): Rural"
28203,"HH%U271s_HHCMale","Male","HHU271s_HHTotalIndividual","%",227,"CZE","Czech Republic","82.2646",2022,"","Czech Statistical Office","Individuals using a smart phone: Male"
28204,"HH%U271s_HHCMore74","75 years and older","HHU271s_HHTotalIndividual","%",227,"CZE","Czech Republic","21.2926",2022,"","Czech Statistical Office","Individuals using a smart phone: 75 years and older"
33066,"HH%U271s_HHCUrbanUsers","Urban","HHU271s_HHTotalIndividual","%",227,"CZE","Czech Republic","82.4048",2022,"","Czech Statistical Office","Individuals using a smart phone: Urban"
28228,"HH%U271s_HHTotalIndividual","Individuals using a smart phone","","%",227,"CZE","Czech Republic","80.6531",2022,"","Czech Statistical Office","Refers to the proportion of individuals using a smart telephone. An individual uses a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use."
21177,"HH%U4212mobwifi_HHCRuralUsers","Rural","HHU4212mobwifi_HHTotalIndividual","%",227,"CZE","Czech Republic","87.5914",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via WiFi or other wireless networks: Rural"
21032,"HH%U4212mobi_HHC15to24","15 to 24 years","HHU4212mobi_HHTotalIndividual","%",227,"CZE","Czech Republic","99.4088",2022,"16-24","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone: 15 to 24 years"
21035,"HH%U4212mobi_HHC25to74","25 to 74 years","HHU4212mobi_HHTotalIndividual","%",227,"CZE","Czech Republic","91.2576",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone: 25 to 74 years"
21038,"HH%U4212mobi_HHCFemale","Female","HHU4212mobi_HHTotalIndividual","%",227,"CZE","Czech Republic","90.5891",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone: Female"
21084,"HH%U4212mobi_HHCMale","Male","HHU4212mobi_HHTotalIndividual","%",227,"CZE","Czech Republic","90.914",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone: Male"
21085,"HH%U4212mobi_HHCMore74","75 years and older","HHU4212mobi_HHTotalIndividual","%",227,"CZE","Czech Republic","49.5523",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone: 75 years and older"
21108,"HH%U4212mobi_HHCUrbanUsers","Urban","HHU4212mobi_HHTotalIndividual","%",227,"CZE","Czech Republic","91.2785",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone: Urban"
21109,"HH%U4212mobi_HHTotalIndividual","By mobile phone","","%",227,"CZE","Czech Republic","90.7528",2022,"","Czech Statistical Office","Refers to the proportion of individuals who used the Internet using a portable device. A portable device refers to a mobile phone, a tablet, a portable computer, or any other portable device (e.g. portable games consoles, watches, e-book readers)."
20954,"HH%U4212mobcell_HHC15to24","15 to 24 years","HHU4212mobcell_HHTotalIndividual","%",227,"CZE","Czech Republic","89.2054",2022,"16-24","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via mobile cellular network: 15 to 24 years"
20957,"HH%U4212mobcell_HHC25to74","25 to 74 years","HHU4212mobcell_HHTotalIndividual","%",227,"CZE","Czech Republic","79.3033",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via mobile cellular network: 25 to 74 years"
21006,"HH%U4212mobcell_HHCMale","Male","HHU4212mobcell_HHTotalIndividual","%",227,"CZE","Czech Republic","80.0204",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via mobile cellular network: Male"
21021,"HH%U4212mobcell_HHCRuralUsers","Rural","HHU4212mobcell_HHTotalIndividual","%",227,"CZE","Czech Republic","76.1683",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via mobile cellular network: Rural"
21030,"HH%U4212mobcell_HHCUrbanUsers","Urban","HHU4212mobcell_HHTotalIndividual","%",227,"CZE","Czech Republic","80.4954",2022,"","Czech Statistical Office","Individuals using the Internet, by type of portable device and network used to access the Internet: By mobile phone - via mobile cellular network: Urban"
10836,"HH%U4212fd_HHCMale","Male","HHU4212fd_HHTotalIndividual","%",227,"CZE","Czech Republic","92.8934",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Male"
10790,"HH%U4212fd_HHCFemale","Female","HHU4212fd_HHTotalIndividual","%",227,"CZE","Czech Republic","90.8932",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Female"
10860,"HH%U4212fd_HHCUrbanUsers","Urban","HHU4212fd_HHTotalIndividual","%",227,"CZE","Czech Republic","92.9758",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Urban"
10851,"HH%U4212fd_HHCRuralUsers","Rural","HHU4212fd_HHTotalIndividual","%",227,"CZE","Czech Republic","90.1894",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Rural"
11017,"HH%U4212fw_HHTotalIndividual","At least once a week but not every day","","%",227,"CZE","Czech Republic","6.73448",2022,"","Czech Statistical Office","Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network."
10992,"HH%U4212fw_HHCMale","Male","HHU4212fw_HHTotalIndividual","%",227,"CZE","Czech Republic","6.01338",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Male"
10946,"HH%U4212fw_HHCFemale","Female","HHU4212fw_HHTotalIndividual","%",227,"CZE","Czech Republic","7.46653",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Female"
11016,"HH%U4212fw_HHCUrbanUsers","Urban","HHU4212fw_HHTotalIndividual","%",227,"CZE","Czech Republic","5.66934",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Urban"
9145,"HH%U271_HHTotalIndividual","Individuals using a mobile cellular telephone","","%",227,"CZE","Czech Republic","98.8167",2022,"","Czech Statistical Office","Refers to the proportion of individuals using a mobile (cellular) or smart telephone. An individual uses a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
9120,"HH%U271_HHCMale","Male","HHU271_HHTotalIndividual","%",227,"CZE","Czech Republic","99.0913",2022,"","Czech Statistical Office","Individuals using a mobile cellular telephone: Male"
9074,"HH%U271_HHCFemale","Female","HHU271_HHTotalIndividual","%",227,"CZE","Czech Republic","98.5534",2022,"","Czech Statistical Office","Individuals using a mobile cellular telephone: Female"
9144,"HH%U271_HHCUrbanUsers","Urban","HHU271_HHTotalIndividual","%",227,"CZE","Czech Republic","99.0846",2022,"","Czech Statistical Office","Individuals using a mobile cellular telephone: Urban"
9135,"HH%U271_HHCRuralUsers","Rural","HHU271_HHTotalIndividual","%",227,"CZE","Czech Republic","98.4119",2022,"","Czech Statistical Office","Individuals using a mobile cellular telephone: Rural"
10861,"HH%U4212fd_HHTotalIndividual","At least once a day","","%",227,"CZE","Czech Republic","91.9008",2022,"","Czech Statistical Office","Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network."
11007,"HH%U4212fw_HHCRuralUsers","Rural","HHU4212fw_HHTotalIndividual","%",227,"CZE","Czech Republic","8.43023",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Rural"
10939,"HH%U4212fm_HHTotalIndividual","Less than once a week","","%",227,"CZE","Czech Republic","1.36468",2022,"","Czech Statistical Office","Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network."
10914,"HH%U4212fm_HHCMale","Male","HHU4212fm_HHTotalIndividual","%",227,"CZE","Czech Republic","1.09318",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Male"
10868,"HH%U4212fm_HHCFemale","Female","HHU4212fm_HHTotalIndividual","%",227,"CZE","Czech Republic","1.64029",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Female"
10938,"HH%U4212fm_HHCUrbanUsers","Urban","HHU4212fm_HHTotalIndividual","%",227,"CZE","Czech Republic","1.35481",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Urban"
10929,"HH%U4212fm_HHCRuralUsers","Rural","HHU4212fm_HHTotalIndividual","%",227,"CZE","Czech Republic","1.38039",2022,"","Czech Statistical Office","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Rural"
9224,"HH%U4212_HHC15to24","15 to 24 years","i99H","%",227,"CZE","Czech Republic","99.6714",2022,"16-24","Czech Statistical Office","Individuals using the Internet (from any location): 15 to 24 years"
9227,"HH%U4212_HHC25to74","25 to 74 years","i99H","%",227,"CZE","Czech Republic","89.4964",2022,"","Czech Statistical Office","Individuals using the Internet (from any location): 25 to 74 years"
9277,"HH%U4212_HHCMore74","75 years and older","i99H","%",227,"CZE","Czech Republic","29.8603",2022,"","Czech Statistical Office","Individuals using the Internet (from any location): 75 years and older"
9068,"HH%U271_HHC15to24","15 to 24 years","HHU271_HHTotalIndividual","%",227,"CZE","Czech Republic","99.6714",2022,"16-24","Czech Statistical Office","Individuals using a mobile cellular telephone: 15 to 24 years"
9071,"HH%U271_HHC25to74","25 to 74 years","HHU271_HHTotalIndividual","%",227,"CZE","Czech Republic","99.4279",2022,"","Czech Statistical Office","Individuals using a mobile cellular telephone: 25 to 74 years"
9121,"HH%U271_HHCMore74","75 years and older","HHU271_HHTotalIndividual","%",227,"CZE","Czech Republic","93.0948",2022,"","Czech Statistical Office","Individuals using a mobile cellular telephone: 75 years and older"
10940,"HH%U4212fw_HHC15to24","15 to 24 years","HHU4212fw_HHTotalIndividual","%",236,"TUR","Türkiye","1.83983",2022,"Age 16-24","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 15 to 24 years"
10943,"HH%U4212fw_HHC25to74","25 to 74 years","HHU4212fw_HHTotalIndividual","%",236,"TUR","Türkiye","3.62351",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 25 to 74 years"
10836,"HH%U4212fd_HHCMale","Male","HHU4212fd_HHTotalIndividual","%",236,"TUR","Türkiye","96.2902",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Male"
10790,"HH%U4212fd_HHCFemale","Female","HHU4212fd_HHTotalIndividual","%",236,"TUR","Türkiye","95.4767",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Female"
11017,"HH%U4212fw_HHTotalIndividual","At least once a week but not every day","","%",236,"TUR","Türkiye","3.25856",2022,"","Turkish Statistical Institute (TurkStat)","Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network."
10992,"HH%U4212fw_HHCMale","Male","HHU4212fw_HHTotalIndividual","%",236,"TUR","Türkiye","2.93521",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Male"
10946,"HH%U4212fw_HHCFemale","Female","HHU4212fw_HHTotalIndividual","%",236,"TUR","Türkiye","3.61431",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Female"
9068,"HH%U271_HHC15to24","15 to 24 years","HHU271_HHTotalIndividual","%",236,"TUR","Türkiye","94.483",2022,"Age 16-24","Turkish Statistical Institute (TurkStat)","Individuals using a mobile cellular telephone: 15 to 24 years"
9071,"HH%U271_HHC25to74","25 to 74 years","HHU271_HHTotalIndividual","%",236,"TUR","Türkiye","96.1024",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using a mobile cellular telephone: 25 to 74 years"
10784,"HH%U4212fd_HHC15to24","15 to 24 years","HHU4212fd_HHTotalIndividual","%",236,"TUR","Türkiye","97.7276",2022,"Age 16-24","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 15 to 24 years"
10787,"HH%U4212fd_HHC25to74","25 to 74 years","HHU4212fd_HHTotalIndividual","%",236,"TUR","Türkiye","95.4335",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 25 to 74 years"
10862,"HH%U4212fm_HHC15to24","15 to 24 years","HHU4212fm_HHTotalIndividual","%",236,"TUR","Türkiye","0.432567",2022,"Age 16-24","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 15 to 24 years"
10865,"HH%U4212fm_HHC25to74","25 to 74 years","HHU4212fm_HHTotalIndividual","%",236,"TUR","Türkiye","0.943008",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 25 to 74 years"
9145,"HH%U271_HHTotalIndividual","Individuals using a mobile cellular telephone","","%",236,"TUR","Türkiye","95.8129",2022,"","Turkish Statistical Institute (TurkStat)","Refers to the proportion of individuals using a mobile (cellular) or smart telephone. An individual uses a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
9120,"HH%U271_HHCMale","Male","HHU271_HHTotalIndividual","%",236,"TUR","Türkiye","97.9516",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using a mobile cellular telephone: Male"
9074,"HH%U271_HHCFemale","Female","HHU271_HHTotalIndividual","%",236,"TUR","Türkiye","93.6823",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using a mobile cellular telephone: Female"
10861,"HH%U4212fd_HHTotalIndividual","At least once a day","","%",236,"TUR","Türkiye","95.9029",2022,"","Turkish Statistical Institute (TurkStat)","Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network."
10939,"HH%U4212fm_HHTotalIndividual","Less than once a week","","%",236,"TUR","Türkiye","0.838571",2022,"","Turkish Statistical Institute (TurkStat)","Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network."
10914,"HH%U4212fm_HHCMale","Male","HHU4212fm_HHTotalIndividual","%",236,"TUR","Türkiye","0.774592",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Male"
10868,"HH%U4212fm_HHCFemale","Female","HHU4212fm_HHTotalIndividual","%",236,"TUR","Türkiye","0.908958",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Female"
9224,"HH%U4212_HHC15to24","15 to 24 years","i99H","%",236,"TUR","Türkiye","95.4872",2022,"Age 16-24","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location): 15 to 24 years"
9227,"HH%U4212_HHC25to74","25 to 74 years","i99H","%",236,"TUR","Türkiye","80.8138",2022,"","Turkish Statistical Institute (TurkStat)","Individuals using the Internet (from any location): 25 to 74 years"
9276,"HH%U4212_HHCMale","Male","i99H","%",236,"TUR","Türkiye","87.5838",2022,"","Turkish Statistical Institute","Individuals using the Internet (from any location): Male"
9230,"HH%U4212_HHCFemale","Female","i99H","%",236,"TUR","Türkiye","79.3063",2022,"","Turkish Statistical Institute","Individuals using the Internet (from any location): Female"
10784,"HH%U4212fd_HHC15to24","15 to 24 years","HHU4212fd_HHTotalIndividual","%",256,"SRB","Serbia","100",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 15 to 24 years"
10787,"HH%U4212fd_HHC25to74","25 to 74 years","HHU4212fd_HHTotalIndividual","%",256,"SRB","Serbia","97.1743",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 25 to 74 years"
10865,"HH%U4212fm_HHC25to74","25 to 74 years","HHU4212fm_HHTotalIndividual","%",256,"SRB","Serbia","0.283983",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 25 to 74 years"
10943,"HH%U4212fw_HHC25to74","25 to 74 years","HHU4212fw_HHTotalIndividual","%",256,"SRB","Serbia","2.54172",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 25 to 74 years"
10836,"HH%U4212fd_HHCMale","Male","HHU4212fd_HHTotalIndividual","%",256,"SRB","Serbia","97.7038",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Male"
10790,"HH%U4212fd_HHCFemale","Female","HHU4212fd_HHTotalIndividual","%",256,"SRB","Serbia","97.4495",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Female"
10860,"HH%U4212fd_HHCUrbanUsers","Urban","HHU4212fd_HHTotalIndividual","%",256,"SRB","Serbia","98.2092",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Urban"
10851,"HH%U4212fd_HHCRuralUsers","Rural","HHU4212fd_HHTotalIndividual","%",256,"SRB","Serbia","96.7343",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Rural"
11017,"HH%U4212fw_HHTotalIndividual","At least once a week but not every day","","%",256,"SRB","Serbia","2.17862",2022,"","Statistical Office of the Republic of Serbia","Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network."
10992,"HH%U4212fw_HHCMale","Male","HHU4212fw_HHTotalIndividual","%",256,"SRB","Serbia","2.04112",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Male"
10946,"HH%U4212fw_HHCFemale","Female","HHU4212fw_HHTotalIndividual","%",256,"SRB","Serbia","2.31888",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Female"
11016,"HH%U4212fw_HHCUrbanUsers","Urban","HHU4212fw_HHTotalIndividual","%",256,"SRB","Serbia","1.5658",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Urban"
11408,"HH%U422_HHC15to24","15 to 24 years","HHU422_HHTotalIndividual","%",256,"SRB","Serbia","95.9258",2022,"","Statistical Office of the Republic of Serbia","Individuals using a computer, by type of device: Any type of computer: 15 to 24 years"
11411,"HH%U422_HHC25to74","25 to 74 years","HHU422_HHTotalIndividual","%",256,"SRB","Serbia","73.1868",2022,"","Statistical Office of the Republic of Serbia","Individuals using a computer, by type of device: Any type of computer: 25 to 74 years"
11485,"HH%U422_HHTotalIndividual","Individuals using a computer","","%",256,"SRB","Serbia","75.9004",2022,"","Statistical Office of the Republic of Serbia","Refers to the proportion of individuals who used any type of computer from any location in the last three months. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer)."
11460,"HH%U422_HHCMale","Male","HHU422_HHTotalIndividual","%",256,"SRB","Serbia","79.1682",2022,"","Statistical Office of the Republic of Serbia","Individuals using a computer, by type of device: Any type of computer: Male"
11414,"HH%U422_HHCFemale","Female","HHU422_HHTotalIndividual","%",256,"SRB","Serbia","72.7489",2022,"","Statistical Office of the Republic of Serbia","Individuals using a computer, by type of device: Any type of computer: Female"
11484,"HH%U422_HHCUrbanUsers","Urban","HHU422_HHTotalIndividual","%",256,"SRB","Serbia","84.8072",2022,"","Statistical Office of the Republic of Serbia","Individuals using a computer, by type of device: Any type of computer: Urban"
11475,"HH%U422_HHCRuralUsers","Rural","HHU422_HHTotalIndividual","%",256,"SRB","Serbia","66.0053",2022,"","Statistical Office of the Republic of Serbia","Individuals using a computer, by type of device: Any type of computer: Rural"
9276,"HH%U4212_HHCMale","Male","i99H","%",256,"SRB","Serbia","85.9362",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location): Male"
9230,"HH%U4212_HHCFemale","Female","i99H","%",256,"SRB","Serbia","81.2256",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location): Female"
9300,"HH%U4212_HHCUrbanUsers","Urban","i99H","%",256,"SRB","Serbia","90.798",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location): Urban"
9291,"HH%U4212_HHCRuralUsers","Rural","i99H","%",256,"SRB","Serbia","75.473",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location): Rural"
10861,"HH%U4212fd_HHTotalIndividual","At least once a day","","%",256,"SRB","Serbia","97.578",2022,"","Statistical Office of the Republic of Serbia","Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network."
11007,"HH%U4212fw_HHCRuralUsers","Rural","HHU4212fw_HHTotalIndividual","%",256,"SRB","Serbia","2.99768",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Rural"
10939,"HH%U4212fm_HHTotalIndividual","Less than once a week","","%",256,"SRB","Serbia","0.243414",2022,"","Statistical Office of the Republic of Serbia","Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network."
10914,"HH%U4212fm_HHCMale","Male","HHU4212fm_HHTotalIndividual","%",256,"SRB","Serbia","0.255044",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Male"
10868,"HH%U4212fm_HHCFemale","Female","HHU4212fm_HHTotalIndividual","%",256,"SRB","Serbia","0.231548",2022,"","Statistical Office of the Republic of Serbia","Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Female"
